cwe_link,cwe_name,cwe_number,,
https://cwe.mitre.org/data/definitions/26.html,Path Traversal: '/dir/../filename',26,,
https://cwe.mitre.org/data/definitions/27.html,Path Traversal: 'dir/../../filename',27,,
https://cwe.mitre.org/data/definitions/28.html,Path Traversal: '..\filedir',28,,
https://cwe.mitre.org/data/definitions/29.html,Path Traversal: '\..\filename',29,,
https://cwe.mitre.org/data/definitions/30.html,Path Traversal: '\dir\..\filename',30,,
https://cwe.mitre.org/data/definitions/31.html,Path Traversal: 'dir\..\..\filename',31,,
https://cwe.mitre.org/data/definitions/32.html,Path Traversal: '...' (Triple Dot),32,,
https://cwe.mitre.org/data/definitions/33.html,Path Traversal: '....' (Multiple Dot),33,,
https://cwe.mitre.org/data/definitions/34.html,Path Traversal: '....//',34,,
https://cwe.mitre.org/data/definitions/35.html,Path Traversal: '.../...//',35,,
https://cwe.mitre.org/data/definitions/36.html,Absolute Path Traversal,36,,
https://cwe.mitre.org/data/definitions/37.html,Path Traversal: '/absolute/pathname/here',37,,
https://cwe.mitre.org/data/definitions/38.html,Path Traversal: '\absolute\pathname\here',38,,
https://cwe.mitre.org/data/definitions/39.html,Path Traversal: 'C:dirname',39,,
https://cwe.mitre.org/data/definitions/40.html,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),40,,
https://cwe.mitre.org/data/definitions/220.html,Sensitive Data Under FTP Root,220,,
https://cwe.mitre.org/data/definitions/374.html,Passing Mutable Objects to an Untrusted Method,374,,
https://cwe.mitre.org/data/definitions/375.html,Returning a Mutable Object to an Untrusted Caller,375,,
https://cwe.mitre.org/data/definitions/377.html,Insecure Temporary File,377,,
https://cwe.mitre.org/data/definitions/378.html,Creation of Temporary File With Insecure Permissions,378,,
https://cwe.mitre.org/data/definitions/379.html,Creation of Temporary File in Directory with Incorrect Permissions,379,,
https://cwe.mitre.org/data/definitions/402.html,Transmission of Private Resources into a New Sphere ('Resource Leak'),402,,
https://cwe.mitre.org/data/definitions/403.html,Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak'),403,,
https://cwe.mitre.org/data/definitions/619.html,Dangling Database Cursor ('Cursor Injection'),619,,
https://cwe.mitre.org/data/definitions/427.html,Uncontrolled Search Path Element,427,,
https://cwe.mitre.org/data/definitions/428.html,Unquoted Search Path or Element,428,,
https://cwe.mitre.org/data/definitions/491.html,Public cloneable() Method Without Final ('Object Hijack'),491,,
https://cwe.mitre.org/data/definitions/492.html,Use of Inner Class Containing Sensitive Data,492,,
https://cwe.mitre.org/data/definitions/493.html,Critical Public Variable Without Final Modifier,493,,
https://cwe.mitre.org/data/definitions/500.html,Public Static Field Not Marked Final,500,,
https://cwe.mitre.org/data/definitions/514.html,Covert Channel,514,,
https://cwe.mitre.org/data/definitions/385.html,Covert Timing Channel,385,,
https://cwe.mitre.org/data/definitions/515.html,Covert Storage Channel,515,,
https://cwe.mitre.org/data/definitions/256.html,Unprotected Storage of Credentials,256,,
https://cwe.mitre.org/data/definitions/257.html,Storing Passwords in a Recoverable Format,257,,
https://cwe.mitre.org/data/definitions/260.html,Password in Configuration File,260,,
https://cwe.mitre.org/data/definitions/13.html,ASP.NET Misconfiguration: Password in Configuration File,13,,
https://cwe.mitre.org/data/definitions/258.html,Empty Password in Configuration File,258,,
https://cwe.mitre.org/data/definitions/523.html,Unprotected Transport of Credentials,523,,
https://cwe.mitre.org/data/definitions/549.html,Missing Password Field Masking,549,,
https://cwe.mitre.org/data/definitions/555.html,J2EE Misconfiguration: Plaintext Password in Configuration File,555,,
https://cwe.mitre.org/data/definitions/552.html,Files or Directories Accessible to External Parties,552,,
https://cwe.mitre.org/data/definitions/531.html,Information Exposure Through Test Code,531,,
https://cwe.mitre.org/data/definitions/541.html,Information Exposure Through Include Source Code,541,,
https://cwe.mitre.org/data/definitions/615.html,Information Exposure Through Comments,615,,
https://cwe.mitre.org/data/definitions/553.html,Command Shell in Externally Accessible Directory,553,,
https://cwe.mitre.org/data/definitions/582.html,"Array Declared Public, Final, and Static",582,,
https://cwe.mitre.org/data/definitions/583.html,finalize() Method Declared Public,583,,
https://cwe.mitre.org/data/definitions/608.html,Struts: Non-private Field in ActionForm Class,608,,
https://cwe.mitre.org/data/definitions/642.html,External Control of Critical State Data,642,,
https://cwe.mitre.org/data/definitions/15.html,External Control of System or Configuration Setting,15,,
https://cwe.mitre.org/data/definitions/426.html,Untrusted Search Path,426,,
https://cwe.mitre.org/data/definitions/472.html,External Control of Assumed-Immutable Web Parameter,472,,
https://cwe.mitre.org/data/definitions/565.html,Reliance on Cookies without Validation and Integrity Checking,565,,
https://cwe.mitre.org/data/definitions/784.html,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,784,,
https://cwe.mitre.org/data/definitions/73.html,External Control of File Name or Path,73,,
https://cwe.mitre.org/data/definitions/1004.html,Sensitive Cookie Without 'HttpOnly' Flag,1004,,
https://cwe.mitre.org/data/definitions/276.html,Incorrect Default Permissions,276,,
https://cwe.mitre.org/data/definitions/277.html,Insecure Inherited Permissions,277,,
https://cwe.mitre.org/data/definitions/278.html,Insecure Preserved Inherited Permissions,278,,
https://cwe.mitre.org/data/definitions/279.html,Incorrect Execution-Assigned Permissions,279,,
https://cwe.mitre.org/data/definitions/281.html,Improper Preservation of Permissions,281,,
https://cwe.mitre.org/data/definitions/689.html,Permission Race Condition During Resource Copy,689,,
https://cwe.mitre.org/data/definitions/767.html,Access to Critical Private Variable via Public Method,767,,
https://cwe.mitre.org/data/definitions/8.html,J2EE Misconfiguration: Entity Bean Declared Remote,8,,
https://cwe.mitre.org/data/definitions/669.html,Incorrect Resource Transfer Between Spheres,669,,
https://cwe.mitre.org/data/definitions/243.html,Creation of chroot Jail Without Changing Working Directory,243,,
https://cwe.mitre.org/data/definitions/434.html,Unrestricted Upload of File with Dangerous Type,434,,
https://cwe.mitre.org/data/definitions/494.html,Download of Code Without Integrity Check,494,,
https://cwe.mitre.org/data/definitions/602.html,Client-Side Enforcement of Server-Side Security,602,,
https://cwe.mitre.org/data/definitions/784.html,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,784,,
https://cwe.mitre.org/data/definitions/603.html,Use of Client-Side Authentication,603,,
https://cwe.mitre.org/data/definitions/829.html,Inclusion of Functionality from Untrusted Control Sphere,829,,
https://cwe.mitre.org/data/definitions/830.html,Inclusion of Web Functionality from an Untrusted Source,830,,
https://cwe.mitre.org/data/definitions/98.html,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),98,,
https://cwe.mitre.org/data/definitions/673.html,External Influence of Sphere Definition,673,,
https://cwe.mitre.org/data/definitions/704.html,Incorrect Type Conversion or Cast,704,,
https://cwe.mitre.org/data/definitions/588.html,Attempt to Access Child of a Non-structure Pointer,588,,
https://cwe.mitre.org/data/definitions/681.html,Incorrect Conversion between Numeric Types,681,,
https://cwe.mitre.org/data/definitions/192.html,Integer Coercion Error,192,,
https://cwe.mitre.org/data/definitions/194.html,Unexpected Sign Extension,194,,
https://cwe.mitre.org/data/definitions/195.html,Signed to Unsigned Conversion Error,195,,
https://cwe.mitre.org/data/definitions/196.html,Unsigned to Signed Conversion Error,196,,
https://cwe.mitre.org/data/definitions/197.html,Numeric Truncation Error,197,,
https://cwe.mitre.org/data/definitions/843.html,Access of Resource Using Incompatible Type ('Type Confusion'),843,,
https://cwe.mitre.org/data/definitions/706.html,Use of Incorrectly-Resolved Name or Reference,706,,
https://cwe.mitre.org/data/definitions/178.html,Improper Handling of Case Sensitivity,178,,
https://cwe.mitre.org/data/definitions/22.html,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),22,,
https://cwe.mitre.org/data/definitions/23.html,Relative Path Traversal,23,,
https://cwe.mitre.org/data/definitions/24.html,Path Traversal: '../filedir',24,,
https://cwe.mitre.org/data/definitions/25.html,Path Traversal: '/../filedir',25,,
https://cwe.mitre.org/data/definitions/26.html,Path Traversal: '/dir/../filename',26,,
https://cwe.mitre.org/data/definitions/27.html,Path Traversal: 'dir/../../filename',27,,
https://cwe.mitre.org/data/definitions/28.html,Path Traversal: '..\filedir',28,,
https://cwe.mitre.org/data/definitions/29.html,Path Traversal: '\..\filename',29,,
https://cwe.mitre.org/data/definitions/30.html,Path Traversal: '\dir\..\filename',30,,
https://cwe.mitre.org/data/definitions/31.html,Path Traversal: 'dir\..\..\filename',31,,
https://cwe.mitre.org/data/definitions/32.html,Path Traversal: '...' (Triple Dot),32,,
https://cwe.mitre.org/data/definitions/33.html,Path Traversal: '....' (Multiple Dot),33,,
https://cwe.mitre.org/data/definitions/34.html,Path Traversal: '....//',34,,
https://cwe.mitre.org/data/definitions/35.html,Path Traversal: '.../...//',35,,
https://cwe.mitre.org/data/definitions/36.html,Absolute Path Traversal,36,,
https://cwe.mitre.org/data/definitions/37.html,Path Traversal: '/absolute/pathname/here',37,,
https://cwe.mitre.org/data/definitions/38.html,Path Traversal: '\absolute\pathname\here',38,,
https://cwe.mitre.org/data/definitions/39.html,Path Traversal: 'C:dirname',39,,
https://cwe.mitre.org/data/definitions/40.html,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),40,,
https://cwe.mitre.org/data/definitions/386.html,Symbolic Name not Mapping to Correct Object,386,,
https://cwe.mitre.org/data/definitions/41.html,Improper Resolution of Path Equivalence,41,,
https://cwe.mitre.org/data/definitions/42.html,Path Equivalence: 'filename.' (Trailing Dot),42,,
https://cwe.mitre.org/data/definitions/43.html,Path Equivalence: 'filename....' (Multiple Trailing Dot),43,,
https://cwe.mitre.org/data/definitions/44.html,Path Equivalence: 'file.name' (Internal Dot),44,,
https://cwe.mitre.org/data/definitions/45.html,Path Equivalence: 'file...name' (Multiple Internal Dot),45,,
https://cwe.mitre.org/data/definitions/46.html,Path Equivalence: 'filename ' (Trailing Space),46,,
https://cwe.mitre.org/data/definitions/47.html,Path Equivalence: ' filename' (Leading Space),47,,
https://cwe.mitre.org/data/definitions/48.html,Path Equivalence: 'file name' (Internal Whitespace),48,,
https://cwe.mitre.org/data/definitions/49.html,Path Equivalence: 'filename/' (Trailing Slash),49,,
https://cwe.mitre.org/data/definitions/50.html,Path Equivalence: '//multiple/leading/slash',50,,
https://cwe.mitre.org/data/definitions/51.html,Path Equivalence: '/multiple//internal/slash',51,,
https://cwe.mitre.org/data/definitions/52.html,Path Equivalence: '/multiple/trailing/slash//',52,,
https://cwe.mitre.org/data/definitions/53.html,Path Equivalence: '\multiple\\internal\backslash',53,,
https://cwe.mitre.org/data/definitions/54.html,Path Equivalence: 'filedir\' (Trailing Backslash),54,,
https://cwe.mitre.org/data/definitions/55.html,Path Equivalence: '/./' (Single Dot Directory),55,,
https://cwe.mitre.org/data/definitions/56.html,Path Equivalence: 'filedir*' (Wildcard),56,,
https://cwe.mitre.org/data/definitions/57.html,Path Equivalence: 'fakedir/../realdir/filename',57,,
https://cwe.mitre.org/data/definitions/58.html,Path Equivalence: Windows 8.3 Filename,58,,
https://cwe.mitre.org/data/definitions/59.html,Improper Link Resolution Before File Access ('Link Following'),59,,
https://cwe.mitre.org/data/definitions/61.html,UNIX Symbolic Link (Symlink) Following,61,,
https://cwe.mitre.org/data/definitions/62.html,UNIX Hard Link,62,,
https://cwe.mitre.org/data/definitions/64.html,Windows Shortcut Following (.LNK),64,,
https://cwe.mitre.org/data/definitions/65.html,Windows Hard Link,65,,
https://cwe.mitre.org/data/definitions/66.html,Improper Handling of File Names that Identify Virtual Resources,66,,
https://cwe.mitre.org/data/definitions/67.html,Improper Handling of Windows Device Names,67,,
https://cwe.mitre.org/data/definitions/69.html,Improper Handling of Windows ::DATA Alternate Data Stream,69,,
https://cwe.mitre.org/data/definitions/72.html,Improper Handling of Apple HFS+ Alternate Data Stream Path,72,,
https://cwe.mitre.org/data/definitions/827.html,Improper Control of Document Type Definition,827,,
https://cwe.mitre.org/data/definitions/749.html,Exposed Dangerous Method or Function,749,,
https://cwe.mitre.org/data/definitions/618.html,Exposed Unsafe ActiveX Method,618,,
https://cwe.mitre.org/data/definitions/782.html,Exposed IOCTL with Insufficient Access Control,782,,
https://cwe.mitre.org/data/definitions/908.html,Use of Uninitialized Resource,908,,
https://cwe.mitre.org/data/definitions/911.html,Improper Update of Reference Count,911,,
https://cwe.mitre.org/data/definitions/913.html,Improper Control of Dynamically-Managed Code Resources,913,,
https://cwe.mitre.org/data/definitions/470.html,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),470,,
https://cwe.mitre.org/data/definitions/502.html,Deserialization of Untrusted Data,502,,
https://cwe.mitre.org/data/definitions/621.html,Variable Extraction Error,621,,
https://cwe.mitre.org/data/definitions/627.html,Dynamic Variable Evaluation,627,,
https://cwe.mitre.org/data/definitions/915.html,Improperly Controlled Modification of Dynamically-Determined Object Attributes,915,,
https://cwe.mitre.org/data/definitions/95.html,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),95,,
https://cwe.mitre.org/data/definitions/96.html,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),96,,
https://cwe.mitre.org/data/definitions/97.html,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,97,,
https://cwe.mitre.org/data/definitions/922.html,Insecure Storage of Sensitive Information,922,,
https://cwe.mitre.org/data/definitions/313.html,Cleartext Storage in a File or on Disk,313,,
https://cwe.mitre.org/data/definitions/314.html,Cleartext Storage in the Registry,314,,
https://cwe.mitre.org/data/definitions/315.html,Cleartext Storage of Sensitive Information in a Cookie,315,,
https://cwe.mitre.org/data/definitions/316.html,Cleartext Storage of Sensitive Information in Memory,316,,
https://cwe.mitre.org/data/definitions/317.html,Cleartext Storage of Sensitive Information in GUI,317,,
https://cwe.mitre.org/data/definitions/318.html,Cleartext Storage of Sensitive Information in Executable,318,,
https://cwe.mitre.org/data/definitions/921.html,Storage of Sensitive Data in a Mechanism without Access Control,921,,
https://cwe.mitre.org/data/definitions/691.html,Insufficient Control Flow Management,691,,
https://cwe.mitre.org/data/definitions/362.html,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),362,,
https://cwe.mitre.org/data/definitions/364.html,Signal Handler Race Condition,364,,
https://cwe.mitre.org/data/definitions/432.html,Dangerous Signal Handler not Disabled During Sensitive Operations,432,,
https://cwe.mitre.org/data/definitions/828.html,Signal Handler with Functionality that is not Asynchronous-Safe,828,,
https://cwe.mitre.org/data/definitions/479.html,Signal Handler Use of a Non-reentrant Function,479,,
https://cwe.mitre.org/data/definitions/831.html,Signal Handler Function Associated with Multiple Signals,831,,
https://cwe.mitre.org/data/definitions/366.html,Race Condition within a Thread,366,,
https://cwe.mitre.org/data/definitions/367.html,Time-of-check Time-of-use (TOCTOU) Race Condition,367,,
https://cwe.mitre.org/data/definitions/363.html,Race Condition Enabling Link Following,363,,
https://cwe.mitre.org/data/definitions/365.html,Race Condition in Switch,365,,
https://cwe.mitre.org/data/definitions/368.html,Context Switching Race Condition,368,,
https://cwe.mitre.org/data/definitions/430.html,Deployment of Wrong Handler,430,,
https://cwe.mitre.org/data/definitions/431.html,Missing Handler,431,,
https://cwe.mitre.org/data/definitions/1058.html,Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element,1058,,
https://cwe.mitre.org/data/definitions/663.html,Use of a Non-reentrant Function in a Concurrent Context,663,,
https://cwe.mitre.org/data/definitions/558.html,Use of getlogin() in Multithreaded Application,558,,
https://cwe.mitre.org/data/definitions/667.html,Improper Locking,667,,
https://cwe.mitre.org/data/definitions/412.html,Unrestricted Externally Accessible Lock,412,,
https://cwe.mitre.org/data/definitions/413.html,Improper Resource Locking,413,,
https://cwe.mitre.org/data/definitions/591.html,Sensitive Data Storage in Improperly Locked Memory,591,,
https://cwe.mitre.org/data/definitions/414.html,Missing Lock Check,414,,
https://cwe.mitre.org/data/definitions/609.html,Double-Checked Locking,609,,
https://cwe.mitre.org/data/definitions/764.html,Multiple Locks of a Critical Resource,764,,
https://cwe.mitre.org/data/definitions/765.html,Multiple Unlocks of a Critical Resource,765,,
https://cwe.mitre.org/data/definitions/832.html,Unlock of a Resource that is not Locked,832,,
https://cwe.mitre.org/data/definitions/833.html,Deadlock,833,,
https://cwe.mitre.org/data/definitions/820.html,Missing Synchronization,820,,
https://cwe.mitre.org/data/definitions/1096.html,Singleton Class Instance Creation without Proper Locking or Synchronization,1096,,
https://cwe.mitre.org/data/definitions/543.html,Use of Singleton Pattern Without Synchronization in a Multithreaded Context,543,,
https://cwe.mitre.org/data/definitions/567.html,Unsynchronized Access to Shared Data in a Multithreaded Context,567,,
https://cwe.mitre.org/data/definitions/821.html,Incorrect Synchronization,821,,
https://cwe.mitre.org/data/definitions/1088.html,Synchronous Access of Remote Resource without Timeout,1088,,
https://cwe.mitre.org/data/definitions/572.html,Call to Thread run() instead of start(),572,,
https://cwe.mitre.org/data/definitions/574.html,EJB Bad Practices: Use of Synchronization Primitives,574,,
https://cwe.mitre.org/data/definitions/670.html,Always-Incorrect Control Flow Implementation,670,,
https://cwe.mitre.org/data/definitions/480.html,Use of Incorrect Operator,480,,
https://cwe.mitre.org/data/definitions/481.html,Assigning instead of Comparing,481,,
https://cwe.mitre.org/data/definitions/482.html,Comparing instead of Assigning,482,,
https://cwe.mitre.org/data/definitions/483.html,Incorrect Block Delimitation,483,,
https://cwe.mitre.org/data/definitions/617.html,Reachable Assertion,617,,
https://cwe.mitre.org/data/definitions/783.html,Operator Precedence Logic Error,783,,
https://cwe.mitre.org/data/definitions/674.html,Uncontrolled Recursion,674,,
https://cwe.mitre.org/data/definitions/776.html,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),776,,
https://cwe.mitre.org/data/definitions/696.html,Incorrect Behavior Order,696,,
https://cwe.mitre.org/data/definitions/179.html,Incorrect Behavior Order: Early Validation,179,,
https://cwe.mitre.org/data/definitions/180.html,Incorrect Behavior Order: Validate Before Canonicalize,180,,
https://cwe.mitre.org/data/definitions/181.html,Incorrect Behavior Order: Validate Before Filter,181,,
https://cwe.mitre.org/data/definitions/408.html,Incorrect Behavior Order: Early Amplification,408,,
https://cwe.mitre.org/data/definitions/705.html,Incorrect Control Flow Scoping,705,,
https://cwe.mitre.org/data/definitions/248.html,Uncaught Exception,248,,
https://cwe.mitre.org/data/definitions/600.html,Uncaught Exception in Servlet,600,,
https://cwe.mitre.org/data/definitions/382.html,J2EE Bad Practices: Use of System.exit(),382,,
https://cwe.mitre.org/data/definitions/395.html,Use of NullPointerException Catch to Detect NULL Pointer Dereference,395,,
https://cwe.mitre.org/data/definitions/396.html,Declaration of Catch for Generic Exception,396,,
https://cwe.mitre.org/data/definitions/397.html,Declaration of Throws for Generic Exception,397,,
https://cwe.mitre.org/data/definitions/455.html,Non-exit on Failed Initialization,455,,
https://cwe.mitre.org/data/definitions/584.html,Return Inside Finally Block,584,,
https://cwe.mitre.org/data/definitions/698.html,Execution After Redirect (EAR),698,,
https://cwe.mitre.org/data/definitions/618.html,Exposed Unsafe ActiveX Method,618,,
https://cwe.mitre.org/data/definitions/782.html,Exposed IOCTL with Insufficient Access Control,782,,
https://cwe.mitre.org/data/definitions/768.html,Incorrect Short Circuit Evaluation,768,,
https://cwe.mitre.org/data/definitions/799.html,Improper Control of Interaction Frequency,799,,
https://cwe.mitre.org/data/definitions/837.html,"Improper Enforcement of a Single, Unique Action",837,,
https://cwe.mitre.org/data/definitions/834.html,Excessive Iteration,834,,
https://cwe.mitre.org/data/definitions/835.html,Loop with Unreachable Exit Condition ('Infinite Loop'),835,,
https://cwe.mitre.org/data/definitions/841.html,Improper Enforcement of Behavioral Workflow,841,,
https://cwe.mitre.org/data/definitions/95.html,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),95,,
https://cwe.mitre.org/data/definitions/96.html,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),96,,
https://cwe.mitre.org/data/definitions/97.html,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,97,,
https://cwe.mitre.org/data/definitions/693.html,Protection Mechanism Failure,693,,
https://cwe.mitre.org/data/definitions/1039.html,Automated Recognition Mechanism with Inadequate Detection or Handling of Adversarial Input Perturbations,1039,,
https://cwe.mitre.org/data/definitions/180.html,Incorrect Behavior Order: Validate Before Canonicalize,180,,
https://cwe.mitre.org/data/definitions/181.html,Incorrect Behavior Order: Validate Before Filter,181,,
https://cwe.mitre.org/data/definitions/182.html,Collapse of Data into Unsafe Value,182,,
https://cwe.mitre.org/data/definitions/184.html,Incomplete Blacklist,184,,
https://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,20,,
https://cwe.mitre.org/data/definitions/114.html,Process Control,114,,
https://cwe.mitre.org/data/definitions/1173.html,Improper Use of Validation Framework,1173,,
https://cwe.mitre.org/data/definitions/105.html,Struts: Form Field Without Validator,105,,
https://cwe.mitre.org/data/definitions/106.html,Struts: Plug-in Framework not in Use,106,,
https://cwe.mitre.org/data/definitions/108.html,Struts: Unvalidated Action Form,108,,
https://cwe.mitre.org/data/definitions/109.html,Struts: Validator Turned Off,109,,
https://cwe.mitre.org/data/definitions/112.html,Missing XML Validation,112,,
https://cwe.mitre.org/data/definitions/1174.html,ASP.NET Misconfiguration: Improper Model Validation,1174,,
https://cwe.mitre.org/data/definitions/554.html,ASP.NET Misconfiguration: Not Using Input Validation Framework,554,,
https://cwe.mitre.org/data/definitions/129.html,Improper Validation of Array Index,129,,
https://cwe.mitre.org/data/definitions/606.html,Unchecked Input for Loop Condition,606,,
https://cwe.mitre.org/data/definitions/622.html,Improper Validation of Function Hook Arguments,622,,
https://cwe.mitre.org/data/definitions/626.html,Null Byte Interaction Error (Poison Null Byte),626,,
https://cwe.mitre.org/data/definitions/781.html,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,781,,
https://cwe.mitre.org/data/definitions/284.html,Improper Access Control,284,,
https://cwe.mitre.org/data/definitions/269.html,Improper Privilege Management,269,,
https://cwe.mitre.org/data/definitions/266.html,Incorrect Privilege Assignment,266,,
https://cwe.mitre.org/data/definitions/1022.html,Use of Web Link to Untrusted Target with window.opener Access,1022,,
https://cwe.mitre.org/data/definitions/520.html,.NET Misconfiguration: Use of Impersonation,520,,
https://cwe.mitre.org/data/definitions/556.html,ASP.NET Misconfiguration: Use of Identity Impersonation,556,,
https://cwe.mitre.org/data/definitions/9.html,J2EE Misconfiguration: Weak Access Permissions for EJB Methods,9,,
https://cwe.mitre.org/data/definitions/267.html,Privilege Defined With Unsafe Actions,267,,
https://cwe.mitre.org/data/definitions/623.html,Unsafe ActiveX Control Marked Safe For Scripting,623,,
https://cwe.mitre.org/data/definitions/268.html,Privilege Chaining,268,,
https://cwe.mitre.org/data/definitions/270.html,Privilege Context Switching Error,270,,
https://cwe.mitre.org/data/definitions/271.html,Privilege Dropping / Lowering Errors,271,,
https://cwe.mitre.org/data/definitions/272.html,Least Privilege Violation,272,,
https://cwe.mitre.org/data/definitions/648.html,Incorrect Use of Privileged APIs,648,,
https://cwe.mitre.org/data/definitions/282.html,Improper Ownership Management,282,,
https://cwe.mitre.org/data/definitions/283.html,Unverified Ownership,283,,
https://cwe.mitre.org/data/definitions/708.html,Incorrect Ownership Assignment,708,,
https://cwe.mitre.org/data/definitions/285.html,Improper Authorization,285,,
https://cwe.mitre.org/data/definitions/219.html,Sensitive Data Under Web Root,219,,
https://cwe.mitre.org/data/definitions/433.html,Unparsed Raw Web Content Delivery,433,,
https://cwe.mitre.org/data/definitions/732.html,Incorrect Permission Assignment for Critical Resource,732,,
https://cwe.mitre.org/data/definitions/1004.html,Sensitive Cookie Without 'HttpOnly' Flag,1004,,
https://cwe.mitre.org/data/definitions/276.html,Incorrect Default Permissions,276,,
https://cwe.mitre.org/data/definitions/277.html,Insecure Inherited Permissions,277,,
https://cwe.mitre.org/data/definitions/278.html,Insecure Preserved Inherited Permissions,278,,
https://cwe.mitre.org/data/definitions/279.html,Incorrect Execution-Assigned Permissions,279,,
https://cwe.mitre.org/data/definitions/281.html,Improper Preservation of Permissions,281,,
https://cwe.mitre.org/data/definitions/689.html,Permission Race Condition During Resource Copy,689,,
https://cwe.mitre.org/data/definitions/862.html,Missing Authorization,862,,
https://cwe.mitre.org/data/definitions/425.html,Direct Request ('Forced Browsing'),425,,
https://cwe.mitre.org/data/definitions/424.html,Improper Protection of Alternate Path,424,,
https://cwe.mitre.org/data/definitions/939.html,Improper Authorization in Handler for Custom URL Scheme,939,,
https://cwe.mitre.org/data/definitions/863.html,Incorrect Authorization,863,,
https://cwe.mitre.org/data/definitions/551.html,Incorrect Behavior Order: Authorization Before Parsing and Canonicalization,551,,
https://cwe.mitre.org/data/definitions/639.html,Authorization Bypass Through User-Controlled Key,639,,
https://cwe.mitre.org/data/definitions/566.html,Authorization Bypass Through User-Controlled SQL Primary Key,566,,
https://cwe.mitre.org/data/definitions/647.html,Use of Non-Canonical URL Paths for Authorization Decisions,647,,
https://cwe.mitre.org/data/definitions/804.html,Guessable CAPTCHA,804,,
https://cwe.mitre.org/data/definitions/926.html,Improper Export of Android Application Components,926,,
https://cwe.mitre.org/data/definitions/927.html,Use of Implicit Intent for Sensitive Communication,927,,
https://cwe.mitre.org/data/definitions/286.html,Incorrect User Management,286,,
https://cwe.mitre.org/data/definitions/842.html,Placement of User into Incorrect Group,842,,
https://cwe.mitre.org/data/definitions/287.html,Improper Authentication,287,,
https://cwe.mitre.org/data/definitions/261.html,Weak Cryptography for Passwords,261,,
https://cwe.mitre.org/data/definitions/262.html,Not Using Password Aging,262,,
https://cwe.mitre.org/data/definitions/263.html,Password Aging with Long Expiration,263,,
https://cwe.mitre.org/data/definitions/288.html,Authentication Bypass Using an Alternate Path or Channel,288,,
https://cwe.mitre.org/data/definitions/289.html,Authentication Bypass by Alternate Name,289,,
https://cwe.mitre.org/data/definitions/290.html,Authentication Bypass by Spoofing,290,,
https://cwe.mitre.org/data/definitions/291.html,Reliance on IP Address for Authentication,291,,
https://cwe.mitre.org/data/definitions/293.html,Using Referer Field for Authentication,293,,
https://cwe.mitre.org/data/definitions/350.html,Reliance on Reverse DNS Resolution for a Security-Critical Action,350,,
https://cwe.mitre.org/data/definitions/294.html,Authentication Bypass by Capture-replay,294,,
https://cwe.mitre.org/data/definitions/295.html,Improper Certificate Validation,295,,
https://cwe.mitre.org/data/definitions/296.html,Improper Following of a Certificate's Chain of Trust,296,,
https://cwe.mitre.org/data/definitions/298.html,Improper Validation of Certificate Expiration,298,,
https://cwe.mitre.org/data/definitions/299.html,Improper Check for Certificate Revocation,299,,
https://cwe.mitre.org/data/definitions/370.html,Missing Check for Certificate Revocation after Initial Check,370,,
https://cwe.mitre.org/data/definitions/599.html,Missing Validation of OpenSSL Certificate,599,,
https://cwe.mitre.org/data/definitions/301.html,Reflection Attack in an Authentication Protocol,301,,
https://cwe.mitre.org/data/definitions/302.html,Authentication Bypass by Assumed-Immutable Data,302,,
https://cwe.mitre.org/data/definitions/303.html,Incorrect Implementation of Authentication Algorithm,303,,
https://cwe.mitre.org/data/definitions/304.html,Missing Critical Step in Authentication,304,,
https://cwe.mitre.org/data/definitions/305.html,Authentication Bypass by Primary Weakness,305,,
https://cwe.mitre.org/data/definitions/306.html,Missing Authentication for Critical Function,306,,
https://cwe.mitre.org/data/definitions/307.html,Improper Restriction of Excessive Authentication Attempts,307,,
https://cwe.mitre.org/data/definitions/308.html,Use of Single-factor Authentication,308,,
https://cwe.mitre.org/data/definitions/309.html,Use of Password System for Primary Authentication,309,,
https://cwe.mitre.org/data/definitions/521.html,Weak Password Requirements,521,,
https://cwe.mitre.org/data/definitions/522.html,Insufficiently Protected Credentials,522,,
https://cwe.mitre.org/data/definitions/256.html,Unprotected Storage of Credentials,256,,
https://cwe.mitre.org/data/definitions/257.html,Storing Passwords in a Recoverable Format,257,,
