Use of Hard-coded Credentials - (798),191,699255798,"The software contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",699255
Use of Password Hash With Insufficient Computational Effort - (916),192,699255916,"The software generates a hash for a password, but it uses a scheme that does not provide a sufficient level of computational effort that would make password cracking attacks infeasible or expensive.",699255
Cryptographic Issues - (310),193,699310,"Weaknesses in this category are related to the design and implementation of data confidentiality and integrity. Frequently these deal with the use of encoding techniques, encryption libraries, and hashing algorithms. The weaknesses in this category could lead to a degradation of the quality data if they are not addressed.",0
Weak Encoding for Password - (261),194,699310261,Obscuring a password with a trivial encoding does not protect the password.,699310
Use of a Key Past its Expiration Date - (324),195,699310324,"The product uses a cryptographic key or password past its expiration date, which diminishes its safety significantly by increasing the timing window for cracking attacks against that key.",699310
Missing Required Cryptographic Step - (325),196,699310325,"The product does not implement a required step in a cryptographic algorithm, resulting in weaker encryption than advertised by that algorithm.",699310
Reversible One-Way Hash - (328),197,699310328,"The product uses a hashing algorithm that produces a hash value that can be used to determine the original input, or to find an input that can produce the same hash, more efficiently than brute force techniques.",699310
Insufficient Entropy - (331),198,699310331,"The software uses an algorithm or scheme that produces insufficient entropy, leaving patterns or clusters of values that are more likely to occur than others.",699310
Small Space of Random Values - (334),199,699310334,"The number of possible random values is smaller than needed by the product, making it more susceptible to brute force attacks.",699310
Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG) - (335),200,699310335,The software uses a Pseudo-Random Number Generator (PRNG) that does not correctly manage seeds.,699310
Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG) - (338),201,699310338,"The product uses a Pseudo-Random Number Generator (PRNG) in a security context, but the PRNG's algorithm is not cryptographically strong.",699310
Improper Verification of Cryptographic Signature - (347),202,699310347,"The software does not verify, or incorrectly verifies, the cryptographic signature for data.",699310
Use of Password Hash With Insufficient Computational Effort - (916),203,699310916,"The software generates a hash for a password, but it uses a scheme that does not provide a sufficient level of computational effort that would make password cracking attacks infeasible or expensive.",699310
Use of a Risky Cryptographic Primitive - (1240),204,6993101240,The product implements a cryptographic algorithm using a non-standard or unproven cryptographic primitive.,699310
Data Integrity Issues - (1214),205,6991214,"Weaknesses in this category are related to a software system's data integrity components. Frequently these deal with the ability to ensure the integrity of data, such as messages, resource files, deployment files, and configuration files. The weaknesses in this category could lead to a degradation of data integrity quality if they are not addressed.",0
Key Exchange without Entity Authentication - (322),206,6991214322,The software performs a key exchange with an actor without verifying the identity of that actor.,6991214
Origin Validation Error - (346),207,6991214346,The software does not properly verify that the source of data or communication is valid.,6991214
Improper Verification of Cryptographic Signature - (347),208,6991214347,"The software does not verify, or incorrectly verifies, the cryptographic signature for data.",6991214
Use of Less Trusted Source - (348),209,6991214348,"The software has two different sources of the same data or information, but it uses the source that has less support for verification, is less trusted, or is less resistant to attack.",6991214
Acceptance of Extraneous Untrusted Data With Trusted Data - (349),210,6991214349,"The software, when processing trusted data, accepts any untrusted data that is also included with the trusted data, treating the untrusted data as if it were trusted.",6991214
Insufficient Type Distinction - (351),211,6991214351,The software does not properly distinguish between different types of elements in a way that leads to insecure behavior.,6991214
Missing Support for Integrity Check - (353),212,6991214353,"The software uses a transmission protocol that does not include a mechanism for verifying the integrity of the data during transmission, such as a checksum.",6991214
Improper Validation of Integrity Check Value - (354),213,6991214354,"The software does not validate or incorrectly validates the integrity check values or ""checksums"" of a message. This may prevent it from detecting if the data has been modified or corrupted in transmission.",6991214
Download of Code Without Integrity Check - (494),214,6991214494,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,6991214
Reliance on Cookies without Validation and Integrity Checking - (565),215,6991214565,"The application relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user.",6991214
Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking - (649),216,6991214649,"The software uses obfuscation or encryption of inputs that should not be mutable by an external actor, but the software does not use integrity checks to detect if those inputs have been modified.",6991214
Inclusion of Functionality from Untrusted Control Sphere - (829),217,6991214829,"The software imports, requires, or includes executable functionality (such as a library) from a source that is outside of the intended control sphere.",6991214
Improper Enforcement of Message Integrity During Transmission in a Communication Channel - (924),218,6991214924,"The software establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission.",6991214
Data Processing Errors - (19),219,69919,Weaknesses in this category are typically found in functionality that processes data. Data processing is the manipulation of input to retrieve or save information.,0
Improper Handling of Length Parameter Inconsistency - (130),220,69919130,"The software parses a formatted message or structure, but it does not handle or incorrectly handles a length field that is inconsistent with the actual length of the associated data.length manipulationlength tampering",69919
Improper Handling of Missing Special Element - (166),221,69919166,"The software receives input from an upstream component, but it does not handle or incorrectly handles when an expected special element is missing.",69919
Improper Handling of Additional Special Element - (167),222,69919167,"The software receives input from an upstream component, but it does not handle or incorrectly handles when an additional unexpected special element is provided.",69919
Improper Handling of Inconsistent Special Elements - (168),223,69919168,The software does not properly handle input in which an inconsistency exists between two or more special characters or reserved words.,69919
Improper Handling of Case Sensitivity - (178),224,69919178,"The software does not properly account for differences in case sensitivity when accessing or determining the properties of a resource, leading to inconsistent results.",69919
Collapse of Data into Unsafe Value - (182),225,69919182,"The software filters data in a way that causes it to be reduced or ""collapsed"" into an unsafe value that violates an expected security property.",69919
Overly Restrictive Regular Expression - (186),226,69919186,"A regular expression is overly restrictive, which prevents dangerous values from being detected.",69919
Improper Handling of Values - (229),227,69919229,"The software does not properly handle when the expected number of values for parameters, fields, or arguments is not provided in input, or if those values are undefined.",69919
Improper Handling of Parameters - (233),228,69919233,"The software does not properly handle when the expected number of parameters, fields, or arguments is not provided in input, or if those parameters are undefined.",69919
Improper Handling of Structural Elements - (237),229,69919237,The software does not handle or incorrectly handles inputs that are related to complex structures.,69919
Improper Handling of Unexpected Data Type - (241),230,69919241,"The software does not handle or incorrectly handles when a particular element is not the expected type, e.g. it expects a digit (0-9) but is provided with a letter (A-Z).",69919
Improper Handling of Highly Compressed Data (Data Amplification) - (409),231,69919409,The software does not handle or incorrectly handles a compressed input with a very high compression ratio that produces a large output.,69919
Modification of Assumed-Immutable Data (MAID) - (471),232,69919471,The software does not properly protect an assumed-immutable element from being modified by an attacker.,69919
External Control of Assumed-Immutable Web Parameter - (472),233,69919472,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields.Assumed-Immutable Parameter Tampering",69919
URL Redirection to Untrusted Site ('Open Redirect') - (601),234,69919601,"A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks.Open RedirectCross-site RedirectCross-domain Redirect",69919
Improper Restriction of XML External Entity Reference - (611),235,69919611,"The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.XXE",69919
Executable Regular Expression Error - (624),236,69919624,"The product uses a regular expression that either (1) contains an executable component with user-controlled inputs, or (2) allows a user to enable execution by inserting pattern modifiers.",69919
Permissive Regular Expression - (625),237,69919625,The product uses a regular expression that does not sufficiently restrict the set of allowed values.,69919
Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion') - (776),238,69919776,"The software uses XML documents and allows their structure to be defined with a Document Type Definition (DTD), but it does not properly control the number of recursive definitions of entities.XEEBillion Laughs AttackXML Bomb",69919
Comparison of Incompatible Types - (1024),239,699191024,"The software performs a comparison between two entities, but the entities are of different, incompatible types that cannot be guaranteed to provide correct results when they are directly compared.",69919
Data Neutralization Issues - (137),240,699137,Weaknesses in this category are related to the creation or neutralization of data using an incorrect format.,0
Improper Neutralization of Equivalent Special Elements - (76),241,69913776,"The software properly neutralizes certain special elements, but it improperly neutralizes equivalent special elements.",699137
Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') - (78),242,69913778,"The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.Shell injectionShell metacharacters",699137
Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') - (79),243,69913779,The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.XSSHTML InjectionCSS,699137
Improper Neutralization of Argument Delimiters in a Command ('Argument Injection') - (88),244,69913788,"The software constructs a string for a command to executed by a separate component
in another control sphere, but it does not properly delimit the
intended arguments, options, or switches within that command string.",699137
Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') - (89),245,69913789,"The software constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component.",699137
Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection') - (90),246,69913790,"The software constructs all or part of an LDAP query using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended LDAP query when it is sent to a downstream component.",699137
XML Injection (aka Blind XPath Injection) - (91),247,69913791,"The software does not properly neutralize special elements that are used in XML, allowing attackers to modify the syntax, content, or commands of the XML before it is processed by an end system.",699137
Improper Neutralization of CRLF Sequences ('CRLF Injection') - (93),248,69913793,"The software uses CRLF (carriage return line feeds) as a special element, e.g. to separate lines or records, but it does not neutralize or incorrectly neutralizes CRLF sequences from inputs.",699137
Improper Control of Generation of Code ('Code Injection') - (94),249,69913794,"The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",699137
Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection') - (96),250,69913796,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before inserting the input into an executable resource, such as a library, configuration file, or template.",699137
Improper Output Neutralization for Logs - (117),251,699137117,The software does not neutralize or incorrectly neutralizes output that is written to logs.,699137
Improper Neutralization of Delimiters - (140),252,699137140,The software does not neutralize or incorrectly neutralizes delimiters.,699137
Improper Null Termination - (170),253,699137170,The software does not terminate or incorrectly terminates a string or array with a null character or equivalent terminator.,699137
Reliance on Data/Memory Layout - (188),254,699137188,"The software makes invalid assumptions about how protocol data or memory is organized at a lower level, resulting in unintended program behavior.",699137
Duplicate Key in Associative List (Alist) - (462),255,699137462,Duplicate keys in associative lists can lead to non-unique keys being mistaken for an error.,699137
Deletion of Data Structure Sentinel - (463),256,699137463,The accidental deletion of a data-structure sentinel can cause serious programming logic problems.,699137
Addition of Data Structure Sentinel - (464),257,699137464,The accidental addition of a data-structure sentinel can cause serious programming logic problems.,699137
Improper Restriction of Names for Files and Other Resources - (641),258,699137641,"The application constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name.",699137
Improper Neutralization of Data within XPath Expressions ('XPath Injection') - (643),259,699137643,"The software uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.",699137
Improper Neutralization of Data within XQuery Expressions ('XQuery Injection') - (652),260,699137652,"The software uses external input to dynamically construct an XQuery expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.",699137
Incomplete Filtering of Special Elements - (791),261,699137791,"The software receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component.",699137
Only Filtering Special Elements at a Specified Location - (795),262,699137795,"The software receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component.",699137
Inappropriate Encoding for Output Context - (838),263,699137838,"The software uses or specifies an encoding when generating output to a downstream component, but the specified encoding is not the same as the encoding that is expected by the downstream component.",699137
Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection') - (917),264,699137917,"The software constructs all or part of an expression language (EL) statement in a Java Server Page (JSP) using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended EL statement before it is executed.EL Injection",699137
Improper Neutralization of Formula Elements in a CSV File - (1236),265,6991371236,"The software saves user-provided information into a Comma-Separated Value (CSV) file, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as a command when the file is opened by spreadsheet software.CSV InjectionFormula InjectionExcel Macro Injection",699137
Documentation Issues - (1225),266,6991225,Weaknesses in this category are related to the documentation provide to support a product.,0
Missing Documentation for Design - (1053),267,69912251053,The product does not have documentation that represents how it is designed.,6991225
Inconsistency Between Implementation and Documented Design - (1068),268,69912251068,"The implementation of the product is not consistent with the
					design as described within the relevant documentation.",6991225
Incomplete Design Documentation - (1110),269,69912251110,"The product's design documentation does not adequately describe
					control flow, data flow, system initialization, relationships between tasks,
					components, rationales, or other important aspects of the
					design.",6991225
Incomplete I/O Documentation - (1111),270,69912251111,"The product's documentation does not adequately define inputs,
					outputs, or system/software interfaces.",6991225
Incomplete Documentation of Program Execution - (1112),271,69912251112,"The document does not fully define all mechanisms that are used
					to control or influence how product-specific programs are
					executed.",6991225
Insufficient Documentation of Error Handling Techniques - (1118),272,69912251118,"The documentation does not sufficiently describe the techniques
					that are used for error handling, exception processing, or similar
					mechanisms.",6991225
File Handling Issues - (1219),273,6991219,"Weaknesses in this category are related to the handling of files within a software system. Files, directories, and folders are so central to information technology that many different weaknesses and variants have been discovered.",0
Relative Path Traversal - (23),274,699121923,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize sequences such as "".."" that can resolve to a location that is outside of that directory.",6991219
Absolute Path Traversal - (36),275,699121936,"The software uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize absolute path sequences such as ""/abs/path"" that can resolve to a location that is outside of that directory.",6991219
Improper Resolution of Path Equivalence - (41),276,699121941,The system or application is vulnerable to file system contents disclosure through path equivalence. Path equivalence involves the use of special characters in file and directory names. The associated manipulations are intended to generate multiple names for the same object.,6991219
Improper Link Resolution Before File Access ('Link Following') - (59),277,699121959,"The software attempts to access a file based on the filename, but it does not properly prevent that filename from identifying a link or shortcut that resolves to an unintended resource.insecure temporary file",6991219
Improper Handling of File Names that Identify Virtual Resources - (66),278,699121966,"The product does not handle or incorrectly handles a file name that identifies a ""virtual"" resource that is not directly specified within the directory that is associated with the file name, causing the product to perform file-based operations on a resource that is not a file.",6991219
Creation of Temporary File With Insecure Permissions - (378),279,6991219378,"Opening temporary files without appropriate measures or controls can leave the file, its contents and any function that it impacts vulnerable to attack.",6991219
Creation of Temporary File in Directory with Insecure Permissions - (379),280,6991219379,The software creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.,6991219
Untrusted Search Path - (426),281,6991219426,The application searches for critical resources using an externally-supplied search path that can point to resources that are not under the application's direct control.Untrusted Path,6991219
Uncontrolled Search Path Element - (427),282,6991219427,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors.DLL preloadingBinary plantingInsecure library loading",6991219
Unquoted Search Path or Element - (428),283,6991219428,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.",6991219
Encapsulation Issues - (1227),284,6991227,Weaknesses in this category are related to issues surrounding the bundling of data with the methods intended to operate on that data.,0
Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer - (1054),285,69912271054,"The code at one architectural layer invokes code that resides
					at a deeper layer than the adjacent layer, i.e., the invocation skips at least one
					layer, and the invoked code is not part of a vertical utility layer that can be referenced from any horizontal layer.",6991227
Data Access Operations Outside of Expected Data Manager Component - (1057),286,69912271057,"The software uses a dedicated, central data manager component as required by design, but it contains code that performs data-access operations that do not use this data manager.",6991227
Parent Class with References to Child Class - (1062),287,69912271062,"The code has a parent class that contains references to a child class, its methods, or its members.",6991227
Data Access from Outside Expected Data Manager Component - (1083),288,69912271083,"The software is intended to manage data access through a particular data manager component such as a relational or non-SQL database, but it contains code that performs data access operations without using that component.",6991227
Method Containing Access of a Member Element from Another Class - (1090),289,69912271090,"A method for a class performs an operation that directly
					accesses a member element from another class.",6991227
Insufficient Isolation of System-Dependent Functions - (1100),290,69912271100,"The product or code does not isolate system-dependent
					functionality into separate standalone modules.",6991227
Insufficient Encapsulation of Machine-Dependent Functionality - (1105),291,69912271105,"The product or code uses machine-dependent functionality, but
					it does not sufficiently encapsulate or isolate this functionality from
					the rest of the code.",6991227
"Error Conditions, Return Values, Status Codes - (389)",292,699389,"This category includes weaknesses that occur if a function does not generate the correct return/status code, or if the application does not handle all possible return/status codes that could be generated by a function. This type of problem is most often found in conditions that are rarely encountered during the normal operation of the product. Presumably, most bugs related to common conditions are found and eliminated during development and testing. In some cases, the attacker can directly control or influence the environment to trigger the rare conditions.",0
Generation of Error Message Containing Sensitive Information - (209),293,699389209,"The software generates an error message that includes sensitive information about its environment, users, or associated data.",699389
Uncaught Exception - (248),294,699389248,"An exception is thrown from a function, but it is not caught.",699389
Unchecked Return Value - (252),295,699389252,"The software does not check the return value from a method or function, which can prevent it from detecting unexpected states and conditions.",699389
Incorrect Check of Function Return Value - (253),296,699389253,"The software incorrectly checks a return value from a function, which prevents the software from detecting errors or exceptional conditions.",699389
Detection of Error Condition Without Action - (390),297,699389390,"The software detects a specific error, but takes no actions to handle the error.",699389
Unchecked Error Condition - (391),298,699389391,[PLANNED FOR DEPRECATION. SEE MAINTENANCE NOTES.] Ignoring exceptions and other error conditions may allow an attacker to induce unexpected behavior unnoticed.,699389
Missing Report of Error Condition - (392),299,699389392,The software encounters an error but does not provide a status code or return value to indicate that an error has occurred.,699389
Return of Wrong Status Code - (393),300,699389393,"A function or operation returns an incorrect return value or status code that does not indicate an error, but causes the product to modify its behavior based on the incorrect result.",699389
Unexpected Status Code or Return Value - (394),301,699389394,"The software does not properly check when a function or operation returns a value that is legitimate for the function, but is not expected by the software.",699389
Use of NullPointerException Catch to Detect NULL Pointer Dereference - (395),302,699389395,Catching NullPointerException should not be used as an alternative to programmatic checks to prevent dereferencing a null pointer.,699389
Declaration of Catch for Generic Exception - (396),303,699389396,Catching overly broad exceptions promotes complex error handling code that is more likely to contain security vulnerabilities.,699389
Declaration of Throws for Generic Exception - (397),304,699389397,Throwing overly broad exceptions promotes complex error handling code that is more likely to contain security vulnerabilities.,699389
Missing Standardized Error Handling Mechanism - (544),305,699389544,"The software does not use a standardized method for handling errors throughout the code, which might introduce inconsistent error handling and resultant weaknesses.",699389
Return Inside Finally Block - (584),306,699389584,"The code has a return statement inside a finally block, which will cause any thrown exception in the try block to be discarded.",699389
Uncaught Exception in Servlet  - (600),307,699389600,"The Servlet does not catch all exceptions, which may reveal sensitive debugging information.Missing Catch Block",699389
Reachable Assertion - (617),308,699389617,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary.assertion failure",699389
Missing Custom Error Page - (756),309,699389756,"The software does not return custom error pages to the user, possibly exposing sensitive information.",699389
Empty Exception Block - (1069),310,6993891069,"An invokable code block contains an exception handling block that does not contain any code, i.e. is empty.",699389
Expression Issues - (569),311,699569,Weaknesses in this category are related to incorrectly written expressions within code.,0
Use of Incorrect Operator - (480),312,699569480,"The programmer accidentally uses the wrong operator, which changes the application logic in security-relevant ways.",699569
Expression is Always False - (570),313,699569570,The software contains an expression that will always evaluate to false.,699569
Expression is Always True - (571),314,699569571,The software contains an expression that will always evaluate to true.,699569
Attempt to Access Child of a Non-structure Pointer - (588),315,699569588,Casting a non-structure type to a structure type and accessing a field can lead to memory access errors or data corruption.,699569
Comparison of Object References Instead of Object Contents - (595),316,699569595,"The program compares object references instead of the contents of the objects themselves, preventing it from detecting equivalent objects.",699569
Operator Precedence Logic Error - (783),317,699569783,The program uses an expression in which operator precedence causes incorrect logic to be used.,699569
Handler Errors - (429),318,699429,Weaknesses in this category are related to improper management of handlers.,0
Deployment of Wrong Handler - (430),319,699429430,"The wrong ""handler"" is assigned to process an object.",699429
Missing Handler - (431),320,699429431,A handler is not available or implemented.,699429
Dangerous Signal Handler not Disabled During Sensitive Operations - (432),321,699429432,"The application uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running.",699429
Unparsed Raw Web Content Delivery - (433),322,699429433,The software stores raw content or supporting code under the web document root with an extension that is not specifically handled by the server.,699429
Unrestricted Upload of File with Dangerous Type - (434),323,699429434,The software allows the attacker to upload or transfer files of dangerous types that can be automatically processed within the product's environment.Unrestricted File Upload,699429
Signal Handler Use of a Non-reentrant Function - (479),324,699429479,The program defines a signal handler that calls a non-reentrant function.,699429
Information Management Errors - (199),325,699199,Weaknesses in this category are related to improper handling of sensitive information.,0
Exposure of Sensitive Information Through Sent Data - (201),326,699199201,"The code transmits data to another actor, but the data contains sensitive information that should not be accessible to the actor that is receiving the data.",699199
Observable Response Discrepancy - (204),327,699199204,The product provides different responses to incoming requests in a way that reveals internal state information to an unauthorized actor outside of the intended control sphere.,699199
Observable Behavioral Discrepancy - (205),328,699199205,"The product's behaviors indicate important differences that may be observed by unauthorized actors in a way that reveals (1) its internal state or decision process, or (2) differences from other products with equivalent functionality.",699199
Observable Timing Discrepancy - (208),329,699199208,"Two separate operations in a product require different amounts of time to complete, in a way that is observable to an actor and reveals security-relevant information about the state of the product, such as whether a particular operation was successful or not.",699199
Generation of Error Message Containing Sensitive Information - (209),330,699199209,"The software generates an error message that includes sensitive information about its environment, users, or associated data.",699199
Improper Removal of Sensitive Information Before Storage or Transfer - (212),331,699199212,"The product stores, transfers, or shares a resource that contains sensitive information, but it does not properly remove that information before the product makes the resource available to unauthorized actors.",699199
Exposure of Sensitive Information Due to Incompatible Policies - (213),332,699199213,"The product's intended functionality exposes information to certain actors in accordance with the developer's security policy, but this information is regarded as sensitive according to the intended security policies of other stakeholders such as the product's administrator, users, or others whose information is being processed.",699199
Invocation of Process Using Visible Sensitive Information - (214),333,699199214,"A process is invoked with sensitive command-line arguments, environment variables, or other elements that can be seen by other processes on the operating system.",699199
Insertion of Sensitive Information Into Debugging Code - (215),334,699199215,"The application inserts sensitive information into debugging code, which could expose this information if the debugging code is not disabled in production.",699199
Cleartext Storage of Sensitive Information - (312),335,699199312,The application stores sensitive information in cleartext within a resource that might be accessible to another control sphere.,699199
Cleartext Transmission of Sensitive Information - (319),336,699199319,The software transmits sensitive or security-critical data in cleartext in a communication channel that can be sniffed by unauthorized actors.,699199
Exposure of Private Personal Information to an Unauthorized Actor - (359),337,699199359,"The product does not properly prevent a person's private, personal information from being accessed by actors who either (1) are not explicitly authorized to access the information or (2) do not have the implicit consent of the person about whom the information is collected.Privacy violationPrivacy leakPrivacy leakage",699199
Exposure of Sensitive System Information to an Unauthorized Control Sphere - (497),338,699199497,The application does not properly prevent sensitive system-level information from being accessed by unauthorized actors who do not have the same level of access to the underlying system as the application does.,699199
Use of Cache Containing Sensitive Information - (524),339,699199524,"The code uses a cache that contains sensitive information, but the cache can be read by an actor outside of the intended control sphere.",699199
Insertion of Sensitive Information into Log File - (532),340,699199532,Information written to log files can be of a sensitive nature and give valuable guidance to an attacker or expose sensitive user information.,699199
Inclusion of Sensitive Information in Source Code - (540),341,699199540,Source code on a web server or repository often contains sensitive information and should generally not be accessible to users.,699199
Storage of Sensitive Data in a Mechanism without Access Control - (921),342,699199921,The software stores sensitive information in a file system or device that does not have built-in access control.,699199
Exposure of Sensitive Information Through Metadata - (1230),343,6991991230,"The product prevents direct access to a resource containing sensitive information, but it does not sufficiently limit access to metadata that is derived from the original, sensitive information.",699199
Initialization and Cleanup Errors - (452),344,699452,Weaknesses in this category occur in behaviors that are used for initialization and breakdown.,0
Sensitive Information Uncleared in Resource Before Release for Reuse - (226),345,699452226,"The product prepares to release a resource such as memory or a file so that the resource can be reused by other entities, but the product does not fully clear previously-used sensitive information from that resource before the resource is released.",699452
External Initialization of Trusted Variables or Data Stores - (454),346,699452454,The software initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.,699452
Non-exit on Failed Initialization - (455),347,699452455,"The software does not exit or otherwise modify its operation when security-relevant errors occur during initialization, such as when a configuration file has a format error, which can cause the software to execute in a less secure fashion than intended by the administrator.",699452
Incomplete Cleanup - (459),348,699452459,"The software does not properly ""clean up"" and remove temporary or supporting resources after they have been used.Insufficient Cleanup",699452
Improper Cleanup on Thrown Exception - (460),349,699452460,"The product does not clean up its state or incorrectly cleans up its state when an exception is thrown, leading to unexpected state or control flow.",699452
Initialization with Hard-Coded Network Resource Configuration Data - (1051),350,6994521051,The software initializes data using hard-coded values that act as network resource identifiers.,699452
Excessive Use of Hard-Coded Literals in Initialization - (1052),351,6994521052,"The software initializes a data element using a hard-coded
					literal that is not a simple integer or static constant element.",699452
Insecure Default Initialization of Resource - (1188),352,6994521188,"The software initializes or sets a resource with a default that is intended to be changed by the administrator, but the default is not secure.",699452
Data Validation Issues - (1215),353,6991215,"Weaknesses in this category are related to a software system's components for input validation, output validation, or other kinds of validation. Validation is a frequently-used technique for ensuring that data conforms to expectations before it is further processed as input or output.  There are many varieties of validation (see CWE-20, which is just for input validation). Validation is distinct from other techniques that attempt to modify data before processing it, although developers may consider all attempts to product ""safe"" inputs or outputs as some kind of validation.  Regardless, validation is a powerful tool that is often used to minimize malformed data from entering the system, or indirectly avoid code injection or other potentially-malicious patterns when generating output. The weaknesses in this category could lead to a degradation of the quality of data flow in a system if they are not addressed.",0
Missing XML Validation - (112),354,6991215112,The software accepts XML from an untrusted source but does not validate the XML against the proper schema.,6991215
Improper Validation of Array Index - (129),355,6991215129,"The product uses untrusted input when calculating or using an array index, but the product does not validate or incorrectly validates the index to ensure the index references a valid position within the array.out-of-bounds array indexindex-out-of-rangearray index underflow",6991215
Incorrect Behavior Order: Early Validation - (179),356,6991215179,"The software validates input before applying protection mechanisms that modify the input, which could allow an attacker to bypass the validation via dangerous inputs that only arise after the modification.",6991215
Permissive List of Allowed Inputs - (183),357,6991215183,"The product implements a protection mechanism that relies on a list of inputs (or properties of inputs) that are explicitly allowed by policy because the inputs are assumed to be safe, but the list is too permissive - that is, it allows an input that is unsafe, leading to resultant weaknesses.Allowlist / Allow ListSafelist / Safe ListWhitelist / White List",6991215
Incomplete List of Disallowed Inputs - (184),358,6991215184,"The product implements a protection mechanism that relies on a list of inputs (or properties of inputs) that are not allowed by policy or otherwise require other action to neutralize before additional processing takes place, but the list is incomplete, leading to resultant weaknesses.Denylist / Deny ListBlocklist / Block ListBlacklist / Black List",6991215
Unchecked Input for Loop Condition - (606),359,6991215606,"The product does not properly check inputs that are used for loop conditions, potentially leading to a denial of service or other consequences because of excessive looping.",6991215
Improper Restriction of Names for Files and Other Resources - (641),360,6991215641,"The application constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name.",6991215
Improper Use of Validation Framework - (1173),361,69912151173,"The application does not use, or incorrectly uses, an input validation framework that is provided by the source language or an independent library.",6991215
Lockout Mechanism Errors - (1216),362,6991216,Weaknesses in this category are related to a software system's lockout mechanism. Frequently these deal with scenarios that take effect in case of multiple failed attempts to access a given resource. The weaknesses in this category could lead to a degradation of access to system assets if they are not addressed.,0
Overly Restrictive Account Lockout Mechanism - (645),363,6991216645,"The software contains an account lockout protection mechanism, but the mechanism is too restrictive and can be triggered too easily, which allows attackers to deny service to legitimate users by causing their accounts to be locked out.",6991216
Memory Buffer Errors - (1218),364,6991218,Weaknesses in this category are related to the handling of memory buffers within a software system.,0
Buffer Copy without Checking Size of Input ('Classic Buffer Overflow') - (120),365,6991218120,"The program copies an input buffer to an output buffer without verifying that the size of the input buffer is less than the size of the output buffer, leading to a buffer overflow.buffer overrunUnbounded Transfer",6991218
Write-what-where Condition - (123),366,6991218123,"Any condition where the attacker has the ability to write an arbitrary value to an arbitrary location, often as the result of a buffer overflow.",6991218
Buffer Underwrite ('Buffer Underflow') - (124),367,6991218124,The software writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.buffer underrun,6991218
Out-of-bounds Read - (125),368,6991218125,"The software reads data past the end, or before the beginning, of the intended buffer.",6991218
