J2EE Bad Practices: Non-serializable Object Stored in Session - (579),180,10081018579,"The application stores a non-serializable object as an HttpSession attribute, which can hurt reliability.",10081018
J2EE Misconfiguration: Insufficient Session-ID Length - (6),181,100810186,The J2EE application is configured to use an insufficient session ID length.,10081018
Insufficient Session Expiration - (613),182,10081018613,"According to WASC, ""Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization.""",10081018
Improper Enforcement of Behavioral Workflow - (841),183,10081018841,"The software supports a session in which more than one behavior must be performed by an actor, but it does not properly ensure that the actor performs the behaviors in the required sequence.",10081018
Validate Inputs - (1019),184,10081019,"Weaknesses in this category are related to the design and architecture of a system's input validation components. Frequently these deal with sanitizing, neutralizing and validating any externally provided inputs to minimize malformed data from entering the system and preventing code injection in the input data. The weaknesses in this category could lead to a degradation of the quality of data flow in a system if they are not addressed when designing or implementing a secure architecture.",0
Improper Neutralization of Special Elements - (138),185,10081019138,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as control elements or syntactic markers when they are sent to a downstream component.",10081019
"Improper Neutralization of Escape, Meta, or Control Sequences - (150)",186,10081019150,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as escape, meta, or control character sequences when they are sent to a downstream component.",10081019
Improper Input Validation - (20),187,1008101920,"The product receives input or data, but it does
        not validate or incorrectly validates that the input has the
        properties that are required to process the data safely and
        correctly.",10081019
Acceptance of Extraneous Untrusted Data With Trusted Data - (349),188,10081019349,"The software, when processing trusted data, accepts any untrusted data that is also included with the trusted data, treating the untrusted data as if it were trusted.",10081019
Cross-Site Request Forgery (CSRF) - (352),189,10081019352,"The web application does not, or can not, sufficiently verify whether a well-formed, valid, consistent request was intentionally provided by the user who submitted the request.Session RidingCross Site Reference ForgeryXSRF",10081019
External Control of Assumed-Immutable Web Parameter - (472),190,10081019472,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields.Assumed-Immutable Parameter Tampering",10081019
PHP External Variable Modification - (473),191,10081019473,"A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise.",10081019
Deserialization of Untrusted Data - (502),192,10081019502,"The application deserializes untrusted data without sufficiently verifying that the resulting data will be valid.Marshaling, UnmarshalingPickling, UnpicklingPHP Object Injection",10081019
Improper Link Resolution Before File Access ('Link Following') - (59),193,1008101959,"The software attempts to access a file based on the filename, but it does not properly prevent that filename from identifying a link or shortcut that resolves to an unintended resource.insecure temporary file",10081019
URL Redirection to Untrusted Site ('Open Redirect') - (601),194,10081019601,"A web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a Redirect. This simplifies phishing attacks.Open RedirectCross-site RedirectCross-domain Redirect",10081019
Improper Restriction of Names for Files and Other Resources - (641),195,10081019641,"The application constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name.",10081019
Improper Neutralization of Data within XPath Expressions ('XPath Injection') - (643),196,10081019643,"The software uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.",10081019
Improper Neutralization of Data within XQuery Expressions ('XQuery Injection') - (652),197,10081019652,"The software uses external input to dynamically construct an XQuery expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.",10081019
Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection') - (74),198,1008101974,"The software constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.",10081019
Failure to Sanitize Special Elements into a Different Plane (Special Element Injection) - (75),199,1008101975,The software does not adequately filter user-controlled input for special elements with control implications.,10081019
Improper Neutralization of Equivalent Special Elements - (76),200,1008101976,"The software properly neutralizes certain special elements, but it improperly neutralizes equivalent special elements.",10081019
Improper Neutralization of Special Elements used in a Command ('Command Injection') - (77),201,1008101977,"The software constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.",10081019
Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') - (78),202,1008101978,"The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.Shell injectionShell metacharacters",10081019
Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') - (79),203,1008101979,The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.XSSHTML InjectionCSS,10081019
Improper Filtering of Special Elements - (790),204,10081019790,"The software receives data from an upstream component, but does not filter or incorrectly filters special elements before sending it to a downstream component.",10081019
Incomplete Filtering of Special Elements - (791),205,10081019791,"The software receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component.",10081019
Incomplete Filtering of One or More Instances of Special Elements - (792),206,10081019792,"The software receives data from an upstream component, but does not completely filter one or more instances of special elements before sending it to a downstream component.",10081019
Only Filtering One Instance of a Special Element - (793),207,10081019793,"The software receives data from an upstream component, but only filters a single instance of a special element before sending it to a downstream component.",10081019
Incomplete Filtering of Multiple Instances of Special Elements - (794),208,10081019794,"The software receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component.",10081019
Only Filtering Special Elements at a Specified Location - (795),209,10081019795,"The software receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component.",10081019
Only Filtering Special Elements Relative to a Marker - (796),210,10081019796,"The software receives data from an upstream component, but only accounts for special elements positioned relative to a marker (e.g. ""at the beginning/end of a string; the second argument""), thereby missing remaining special elements that may exist before sending it to a downstream component.",10081019
Only Filtering Special Elements at an Absolute Position - (797),211,10081019797,"The software receives data from an upstream component, but only accounts for special elements at an absolute position (e.g. ""byte number 10""), thereby missing remaining special elements that may exist before sending it to a downstream component.",10081019
Improper Neutralization of Argument Delimiters in a Command ('Argument Injection') - (88),212,1008101988,"The software constructs a string for a command to executed by a separate component
in another control sphere, but it does not properly delimit the
intended arguments, options, or switches within that command string.",10081019
Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') - (89),213,1008101989,"The software constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component.",10081019
Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection') - (90),214,1008101990,"The software constructs all or part of an LDAP query using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended LDAP query when it is sent to a downstream component.",10081019
XML Injection (aka Blind XPath Injection) - (91),215,1008101991,"The software does not properly neutralize special elements that are used in XML, allowing attackers to modify the syntax, content, or commands of the XML before it is processed by an end system.",10081019
Improper Neutralization of CRLF Sequences ('CRLF Injection') - (93),216,1008101993,"The software uses CRLF (carriage return line feeds) as a special element, e.g. to separate lines or records, but it does not neutralize or incorrectly neutralizes CRLF sequences from inputs.",10081019
Improper Control of Generation of Code ('Code Injection') - (94),217,1008101994,"The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",10081019
Improper Neutralization of Special Elements in Data Query Logic - (943),218,10081019943,"The application generates a query intended to access or manipulate data in a data store such as a database, but it does not neutralize or incorrectly neutralizes special elements that can modify the intended logic of the query.",10081019
Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection') - (95),219,1008101995,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before using the input in a dynamic evaluation call (e.g. ""eval"").",10081019
Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection') - (96),220,1008101996,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before inserting the input into an executable resource, such as a library, configuration file, or template.",10081019
Improper Neutralization of Server-Side Includes (SSI) Within a Web Page - (97),221,1008101997,"The software generates a web page, but does not neutralize or incorrectly neutralizes user-controllable input that could be interpreted as a server-side include (SSI) directive.",10081019
Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion') - (98),222,1008101998,"The PHP application receives input from an upstream component, but it does not restrict or incorrectly restricts the input before its usage in ""require,"" ""include,"" or similar functions.Remote file includeRFILocal file inclusion",10081019
Improper Control of Resource Identifiers ('Resource Injection') - (99),223,1008101999,"The software receives input from an upstream component, but it does not restrict or incorrectly restricts the input before it is used as an identifier for a resource that may be outside the intended sphere of control.Insecure Direct Object Reference",10081019
Verify Message Integrity - (1020),224,10081020,"Weaknesses in this category are related to the design and architecture of a system's data integrity components. Frequently these deal with ensuring integrity of data, such as messages, resource files, deployment files, and configuration files. The weaknesses in this category could lead to a degradation of data integrity quality if they are not addressed when designing or implementing a secure architecture.",0
Missing Support for Integrity Check - (353),225,10081020353,"The software uses a transmission protocol that does not include a mechanism for verifying the integrity of the data during transmission, such as a checksum.",10081020
Improper Validation of Integrity Check Value - (354),226,10081020354,"The software does not validate or incorrectly validates the integrity check values or ""checksums"" of a message. This may prevent it from detecting if the data has been modified or corrupted in transmission.",10081020
Detection of Error Condition Without Action - (390),227,10081020390,"The software detects a specific error, but takes no actions to handle the error.",10081020
Unchecked Error Condition - (391),228,10081020391,[PLANNED FOR DEPRECATION. SEE MAINTENANCE NOTES.] Ignoring exceptions and other error conditions may allow an attacker to induce unexpected behavior unnoticed.,10081020
Download of Code Without Integrity Check - (494),229,10081020494,The product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,10081020
Reliance on Cookies without Validation and Integrity Checking - (565),230,10081020565,"The application relies on the existence or values of cookies when performing security-critical operations, but it does not properly ensure that the setting is valid for the associated user.",10081020
Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking - (649),231,10081020649,"The software uses obfuscation or encryption of inputs that should not be mutable by an external actor, but the software does not use integrity checks to detect if those inputs have been modified.",10081020
Improper Neutralization - (707),232,10081020707,The product does not ensure or incorrectly ensures that structured messages or data are well-formed and that certain security properties are met before being read from an upstream component or sent to a downstream component.,10081020
Improper Handling of Exceptional Conditions - (755),233,10081020755,The software does not handle or incorrectly handles an exceptional condition.,10081020
Improper Enforcement of Message Integrity During Transmission in a Communication Channel - (924),234,10081020924,"The software establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission.",10081020
